from_node,to_node,distance (meters),travel_time,link_type,route,rdrs_AM,rdrs_MD,rdrs_PM,rdrs_EV,tt_rdrs
807,806,161.9995472,12.07945224,1,12,65.0,195.0,147.0,5.0,412.0
807,776,280.9992146,20.95263012,1,5,3.0,1.0,11.0,0.0,15.0
776,807,280.9992146,20.95263012,1,5,3.0,14.0,4.0,1.0,22.0
865,808,156.9995612,11.70662964,1,7,39.0,24.0,22.0,3.0,88.0
808,865,156.9995612,11.70662964,1,7,21.0,98.0,58.0,2.0,179.0
808,811,198.9994438,14.83833948,1,7,0.0,1.0,0.0,0.0,1.0
811,808,198.9994438,14.83833948,1,7,10.0,15.0,17.0,0.0,42.0
811,809,398.9988849,29.75124348,1,7,0.0,1.0,0.0,0.0,1.0
809,811,398.9988849,29.75124348,1,7,2.0,1.0,1.0,0.0,4.0
816,865,166.9995333,12.45227484,1,7,40.0,29.0,40.0,4.0,113.0
865,816,166.9995333,12.45227484,1,7,34.0,88.0,54.0,5.0,181.0
792,810,381.9989324,28.48364664,1,7,1.0,0.0,0.0,0.0,1.0
810,792,381.9989324,28.48364664,1,7,0.0,1.0,0.0,0.0,1.0
810,791,153.9995696,11.48293608,1,7,3.0,2.0,10.0,0.0,15.0
791,810,153.9995696,11.48293608,1,7,0.0,1.0,0.0,0.0,1.0
791,853,156.9995612,11.70662964,1,7,3.0,21.0,15.0,0.0,39.0
853,791,156.9995612,11.70662964,1,7,6.0,7.0,2.0,0.0,15.0
853,812,225.9993684,16.85158152,1,7,3.0,1.0,3.0,0.0,7.0
812,853,225.9993684,16.85158152,1,7,0.0,1.0,1.0,0.0,2.0
863,821,64.99981833,4.8466938,1,11,19.0,25.0,18.0,0.0,62.0
821,863,64.99981833,4.8466938,1,11,2.0,24.0,24.0,0.0,50.0
821,795,190.9994662,14.24182332,1,11,11.0,19.0,13.0,0.0,43.0
795,821,190.9994662,14.24182332,1,11,0.0,5.0,3.0,0.0,8.0
783,773,190.9994662,14.24182332,1,11,28.0,85.0,74.0,6.0,193.0
773,783,190.9994662,14.24182332,1,11,58.0,89.0,89.0,2.0,238.0
773,772,63.99982113,4.77212928,1,11,32.0,87.0,80.0,10.0,209.0
772,773,63.99982113,4.77212928,1,11,73.0,159.0,118.0,4.0,354.0
772,782,276.9992258,20.65437204,1,11,42.0,87.0,90.0,14.0,233.0
782,772,276.9992258,20.65437204,1,11,103.0,176.0,141.0,6.0,426.0
782,862,124.9996506,9.320565,1,11,43.0,122.0,101.0,7.0,273.0
862,782,124.9996506,9.320565,1,11,9.0,71.0,33.0,3.0,116.0
862,854,147.9995864,11.03554896,1,11,43.0,126.0,101.0,7.0,277.0
854,862,147.9995864,11.03554896,1,11,2.0,59.0,32.0,3.0,96.0
854,863,360.9989911,26.91779172,1,11,19.0,25.0,18.0,0.0,62.0
863,854,360.9989911,26.91779172,1,11,2.0,24.0,23.0,0.0,49.0
864,788,243.9993181,18.19374288,1,12,23.0,116.0,71.0,5.0,215.0
788,864,243.9993181,18.19374288,1,12,29.0,46.0,20.0,2.0,97.0
788,777,117.9996702,8.79861336,1,929,221.0,442.0,372.0,25.0,1060.0
777,788,117.9996702,8.79861336,1,929,216.0,358.0,246.0,23.0,843.0
777,790,105.9997037,7.90383912,1,929,219.0,422.0,359.0,24.0,1024.0
790,777,105.9997037,7.90383912,1,929,214.0,353.0,246.0,23.0,836.0
790,856,195.9994522,14.61464592,1,929,190.0,377.0,314.0,20.0,901.0
856,790,195.9994522,14.61464592,1,929,201.0,341.0,231.0,23.0,796.0
856,851,280.9992146,20.95263012,1,929,160.0,299.0,255.0,17.0,731.0
851,856,280.9992146,20.95263012,1,929,183.0,329.0,222.0,18.0,752.0
851,740,272.999237,20.35611396,1,12,131.0,228.0,170.0,17.0,546.0
740,851,272.999237,20.35611396,1,12,117.0,188.0,119.0,13.0,437.0
740,742,227.9993628,17.00071056,1,12,1.0,9.0,8.0,1.0,19.0
742,740,227.9993628,17.00071056,1,12,0.0,10.0,2.0,0.0,12.0
764,852,496.998611,37.05856644,1,12,1.0,0.0,2.0,0.0,3.0
852,764,496.998611,37.05856644,1,12,2.0,2.0,0.0,1.0,5.0
852,857,297.9991671,22.22022696,1,929,19.0,33.0,26.0,2.0,80.0
857,852,297.9991671,22.22022696,1,929,12.0,32.0,24.0,4.0,72.0
857,858,120.9996618,9.02230692,1,929,54.0,110.0,82.0,5.0,251.0
858,857,120.9996618,9.02230692,1,929,28.0,70.0,47.0,4.0,149.0
858,801,213.9994019,15.95680728,1,929,99.0,163.0,141.0,12.0,415.0
801,858,213.9994019,15.95680728,1,929,69.0,198.0,146.0,10.0,423.0
801,806,178.9994997,13.34704908,1,929,137.0,251.0,208.0,12.0,608.0
806,801,178.9994997,13.34704908,1,929,72.0,204.0,142.0,10.0,428.0
776,865,125.9996478,9.39512952,1,20,53.0,87.0,65.0,5.0,210.0
865,776,125.9996478,9.39512952,1,20,27.0,82.0,71.0,4.0,184.0
775,776,65.00081773,4.846768365,1,20,79.0,149.0,157.0,7.0,392.0
776,775,65.00081773,4.846768365,1,20,78.0,96.0,88.0,15.0,277.0
870,794,365.9989771,27.29061432,1,83,51.0,111.0,121.0,10.0,293.0
794,870,365.9989771,27.29061432,1,83,35.0,85.0,91.0,13.0,224.0
794,802,647.9981889,48.31780896,1,83,9.0,4.0,23.0,2.0,38.0
802,794,647.9981889,48.31780896,1,83,1.0,0.0,8.0,1.0,10.0
781,780,481.9986529,35.94009864,1,83,22.0,60.0,27.0,0.0,109.0
780,781,481.9986529,35.94009864,1,83,9.0,21.0,19.0,1.0,50.0
780,817,192.9994606,14.39095236,1,83,85.0,252.0,141.0,8.0,486.0
817,780,192.9994606,14.39095236,1,83,81.0,202.0,147.0,10.0,440.0
817,869,353.9990106,26.39584008,1,83,117.0,336.0,190.0,10.0,653.0
869,817,353.9990106,26.39584008,1,83,118.0,256.0,190.0,12.0,576.0
869,870,231.9993516,17.29896864,1,225,23.0,61.0,40.0,2.0,126.0
870,869,231.9993516,17.29896864,1,225,34.0,62.0,57.0,4.0,157.0
816,867,246.9993097,18.41743644,1,280,9.0,22.0,20.0,1.0,52.0
867,816,246.9993097,18.41743644,1,280,2.0,2.0,3.0,3.0,10.0
789,812,296.0011731,22.07124705,1,110,44.0,118.0,88.0,4.0,254.0
812,789,296.0011731,22.07124705,1,110,63.0,115.0,86.0,16.0,280.0
813,814,159.9995528,11.9303232,1,992,130.0,191.0,169.0,15.0,505.0
814,813,159.9995528,11.9303232,1,992,95.0,249.0,199.0,18.0,561.0
814,755,181.9984919,13.57066808,1,992,132.0,209.0,192.0,18.0,551.0
755,814,181.9984919,13.57066808,1,992,109.0,274.0,205.0,21.0,609.0
787,797,300.9991587,22.44392052,1,3,29.0,80.0,48.0,7.0,164.0
797,787,300.9991587,22.44392052,1,3,27.0,65.0,28.0,3.0,123.0
799,798,506.998583,37.80421164,1,3,25.0,35.0,39.0,5.0,104.0
798,799,506.998583,37.80421164,1,3,36.0,75.0,52.0,4.0,167.0
774,787,410.9988513,30.64601772,1,3,0.0,0.0,0.0,0.0,0.0
787,774,410.9988513,30.64601772,1,3,0.0,0.0,0.0,0.0,0.0
869,815,397.9988876,29.67667896,1,225,132.0,343.0,213.0,15.0,703.0
815,869,397.9988876,29.67667896,1,225,142.0,339.0,237.0,17.0,735.0
815,735,210.9994103,15.73311372,1,225,255.0,510.0,406.0,18.0,1189.0
735,815,210.9994103,15.73311372,1,225,215.0,411.0,276.0,16.0,918.0
735,807,368.9989687,27.51430788,1,215,35.0,92.0,66.0,0.0,193.0
807,735,368.9989687,27.51430788,1,215,55.0,93.0,77.0,5.0,230.0
853,757,432.9987898,32.28643716,1,215,0.0,18.0,7.0,0.0,25.0
757,853,432.9987898,32.28643716,1,215,5.0,6.0,1.0,0.0,12.0
757,755,292.9991811,21.84740436,1,225,5.0,57.0,25.0,0.0,87.0
755,757,292.9991811,21.84740436,1,225,5.0,10.0,2.0,0.0,17.0
755,870,225.9993684,16.85158152,1,225,77.0,154.0,153.0,13.0,397.0
870,755,225.9993684,16.85158152,1,225,52.0,145.0,106.0,14.0,317.0
850,864,259.9972729,19.38662607,1,225,16.0,41.0,17.0,0.0,74.0
864,850,259.9972729,19.38662607,1,225,12.0,57.0,6.0,0.0,75.0
864,757,397.999887,29.67675352,1,225,3.0,10.0,0.0,1.0,14.0
757,864,397.999887,29.67675352,1,225,12.0,60.0,35.0,2.0,109.0
735,739,365.9989771,27.29061432,1,225,33.0,75.0,58.0,1.0,167.0
739,735,365.9989771,27.29061432,1,225,33.0,88.0,46.0,3.0,170.0
739,748,353.9990106,26.39584008,1,225,15.0,12.0,10.0,0.0,37.0
748,739,353.9990106,26.39584008,1,225,27.0,53.0,49.0,0.0,129.0
778,779,187.9994746,14.01812976,1,280,34.0,76.0,61.0,2.0,173.0
779,778,187.9994746,14.01812976,1,280,30.0,29.0,10.0,0.0,69.0
779,861,430.9987954,32.13730812,1,280,61.0,112.0,109.0,3.0,285.0
861,779,430.9987954,32.13730812,1,280,38.0,42.0,20.0,1.0,101.0
861,746,96.9997289,7.23275844,1,280,103.0,188.0,162.0,5.0,458.0
746,861,96.9997289,7.23275844,1,280,59.0,96.0,65.0,3.0,223.0
746,732,123.9996534,9.24600048,1,280,149.0,235.0,201.0,6.0,591.0
732,746,123.9996534,9.24600048,1,280,75.0,122.0,81.0,4.0,282.0
732,815,159.9995528,11.9303232,1,280,159.0,268.0,271.0,9.0,707.0
815,732,159.9995528,11.9303232,1,280,104.0,175.0,116.0,6.0,401.0
735,816,213.9994019,15.95680728,1,280,186.0,346.0,278.0,17.0,827.0
816,735,213.9994019,15.95680728,1,280,129.0,240.0,161.0,9.0,539.0
789,818,300.9971583,22.44377139,1,280,13.0,8.0,11.0,3.0,35.0
818,789,300.9971583,22.44377139,1,280,10.0,41.0,37.0,1.0,89.0
818,814,316.0011172,23.56253745,1,280,11.0,18.0,27.0,1.0,57.0
814,818,316.0011172,23.56253745,1,280,8.0,24.0,9.0,1.0,42.0
755,754,77.9987826,5.815957995,1,280,66.0,114.0,76.0,6.0,262.0
754,755,77.9987826,5.815957995,1,280,51.0,109.0,75.0,8.0,243.0
754,753,97.9987267,7.307248395,1,280,58.0,108.0,58.0,6.0,230.0
753,754,97.9987267,7.307248395,1,280,29.0,65.0,49.0,8.0,151.0
753,860,156.0015644,11.63221425,1,280,24.0,60.0,21.0,4.0,109.0
860,753,156.0015644,11.63221425,1,280,3.0,12.0,4.0,5.0,24.0
860,855,303.0011536,22.59319869,1,280,19.0,54.0,14.0,4.0,91.0
855,860,303.0011536,22.59319869,1,280,3.0,12.0,4.0,4.0,23.0
855,871,155.9975636,11.63191599,1,280,0.0,0.0,0.0,0.0,0.0
871,855,155.9975636,11.63191599,1,280,0.0,0.0,0.0,0.0,0.0
871,859,275.0002308,20.50531756,1,280,5.0,2.0,0.0,0.0,7.0
859,871,275.0002308,20.50531756,1,280,1.0,9.0,5.0,0.0,15.0
820,852,335.9990609,25.05367872,1,929,4.0,4.0,6.0,0.0,14.0
852,820,335.9990609,25.05367872,1,929,10.0,19.0,12.0,2.0,43.0
806,812,272.9982376,20.3560394,1,929,78.0,130.0,128.0,8.0,344.0
812,806,272.9982376,20.3560394,1,929,54.0,191.0,125.0,11.0,381.0
814,803,587.9973572,43.8438632,1,929,4.0,4.0,5.0,2.0,15.0
803,814,587.9973572,43.8438632,1,929,1.0,7.0,3.0,1.0,12.0
803,734,112.9996842,8.42579076,1,929,4.0,4.0,5.0,2.0,15.0
734,803,112.9996842,8.42579076,1,929,2.0,7.0,3.0,1.0,13.0
816,788,213.9994019,15.95680728,1,929,221.0,544.0,381.0,41.0,1187.0
788,816,213.9994019,15.95680728,1,929,199.0,378.0,255.0,11.0,843.0
851,819,277.999223,20.72893656,1,929,17.0,42.0,38.0,1.0,98.0
819,851,277.999223,20.72893656,1,929,23.0,34.0,29.0,4.0,90.0
771,770,240.9993264,17.97004932,1,992,0.0,0.0,0.0,0.0,0.0
770,771,240.9993264,17.97004932,1,992,0.0,0.0,0.0,0.0,0.0
745,861,116.999673,8.72404884,1,992,5.0,28.0,16.0,1.0,50.0
861,745,116.999673,8.72404884,1,992,5.0,11.0,12.0,0.0,28.0
732,733,100.9997177,7.53101652,1,992,45.0,104.0,51.0,2.0,202.0
733,732,100.9997177,7.53101652,1,992,15.0,68.0,66.0,3.0,152.0
733,734,165.9995361,12.37771032,1,992,62.0,149.0,94.0,2.0,307.0
734,733,165.9995361,12.37771032,1,992,38.0,59.0,66.0,4.0,167.0
736,800,224.9993712,16.777017,1,923,6.0,34.0,12.0,2.0,54.0
800,736,224.9993712,16.777017,1,923,0.0,3.0,4.0,1.0,8.0
800,775,352.9990134,26.32127556,1,923,1.0,0.0,2.0,0.0,3.0
775,800,352.9990134,26.32127556,1,923,5.0,16.0,6.0,0.0,27.0
775,812,182.9994885,13.64530716,1,923,88.0,106.0,106.0,14.0,314.0
812,775,182.9994885,13.64530716,1,923,65.0,110.0,128.0,7.0,310.0
753,752,165.9995361,12.37771032,1,992,21.0,17.0,8.0,2.0,48.0
752,753,165.9995361,12.37771032,1,992,8.0,22.0,24.0,3.0,57.0
752,866,121.999659,9.09687144,1,992,21.0,17.0,8.0,2.0,48.0
866,752,121.999659,9.09687144,1,992,8.0,22.0,24.0,3.0,57.0
866,871,322.9990973,24.08433996,1,992,21.0,8.0,5.0,2.0,36.0
871,866,322.9990973,24.08433996,1,992,5.0,13.0,17.0,2.0,37.0
871,793,276.9992258,20.65437204,1,992,0.0,4.0,0.0,1.0,5.0
793,871,276.9992258,20.65437204,1,992,1.0,0.0,0.0,1.0,2.0
820,849,320.9991028,23.93521092,1,929,6.0,13.0,3.0,2.0,24.0
849,820,320.9991028,23.93521092,1,929,1.0,0.0,2.0,0.0,3.0
849,819,157.9995584,11.78119416,1,929,1.0,8.0,8.0,0.0,17.0
819,849,157.9995584,11.78119416,1,929,3.0,2.0,3.0,1.0,9.0
851,849,119.9996646,8.9477424,1,929,16.0,24.0,32.0,1.0,73.0
849,851,119.9996646,8.9477424,1,929,47.0,119.0,66.0,3.0,235.0
816,807,154.9995668,11.5575006,1,992,43.0,96.0,98.0,5.0,242.0
807,816,154.9995668,11.5575006,1,992,92.0,142.0,114.0,8.0,356.0
846,837,382.9989296,28.55821116,1,520,8.0,54.0,16.0,0.0,78.0
837,846,382.9989296,28.55821116,1,520,0.0,1.0,2.0,1.0,4.0
837,835,383.9989268,28.63277568,1,520,36.0,97.0,39.0,1.0,173.0
835,837,383.9989268,28.63277568,1,520,7.0,14.0,21.0,5.0,47.0
835,833,315.9991168,23.56238832,1,520,37.0,86.0,40.0,2.0,165.0
833,835,315.9991168,23.56238832,1,520,14.0,24.0,28.0,5.0,71.0
833,832,158.9995556,11.85575868,1,520,23.0,63.0,59.0,4.0,149.0
832,833,158.9995556,11.85575868,1,520,68.0,190.0,95.0,8.0,361.0
832,830,374.9989519,27.961695,1,510,26.0,71.0,53.0,4.0,154.0
830,832,374.9989519,27.961695,1,510,38.0,41.0,40.0,3.0,122.0
830,828,166.9995333,12.45227484,1,510,12.0,36.0,16.0,0.0,64.0
828,830,166.9995333,12.45227484,1,510,2.0,4.0,7.0,3.0,16.0
828,825,272.999237,20.35611396,1,530,20.0,54.0,24.0,0.0,98.0
825,828,272.999237,20.35611396,1,530,2.0,6.0,9.0,4.0,21.0
825,823,879.9975405,65.6167776,1,530,0.0,0.0,0.0,0.0,0.0
823,825,879.9975405,65.6167776,1,530,0.0,0.0,0.0,0.0,0.0
832,829,362.9989855,27.06692076,1,510,1.0,32.0,23.0,0.0,56.0
829,832,362.9989855,27.06692076,1,510,25.0,85.0,38.0,5.0,153.0
829,831,369.9989659,27.5888724,1,510,13.0,10.0,10.0,1.0,34.0
831,829,369.9989659,27.5888724,1,510,12.0,48.0,29.0,1.0,90.0
831,834,160.99955,12.00488772,1,520,17.0,17.0,24.0,2.0,60.0
834,831,160.99955,12.00488772,1,520,45.0,108.0,53.0,0.0,206.0
834,836,364.9989799,27.2160498,1,520,12.0,32.0,24.0,3.0,71.0
836,834,364.9989799,27.2160498,1,520,46.0,82.0,38.0,0.0,166.0
836,838,336.9990581,25.12824324,1,520,19.0,66.0,47.0,4.0,136.0
838,836,336.9990581,25.12824324,1,520,44.0,46.0,37.0,1.0,128.0
838,847,380.9989352,28.40908212,1,520,16.0,59.0,38.0,2.0,115.0
847,838,380.9989352,28.40908212,1,520,17.0,18.0,21.0,1.0,57.0
824,826,886.997521,66.13872924,1,530,5.0,5.0,9.0,0.0,19.0
826,824,886.997521,66.13872924,1,530,0.0,2.0,1.0,0.0,3.0
826,827,272.999237,20.35611396,1,530,19.0,53.0,39.0,5.0,116.0
827,826,272.999237,20.35611396,1,530,8.0,57.0,31.0,3.0,99.0
827,829,176.9995053,13.19792004,1,510,33.0,84.0,42.0,5.0,164.0
829,827,176.9995053,13.19792004,1,510,8.0,77.0,53.0,1.0,139.0
845,843,383.9989268,28.63277568,1,530,3.0,13.0,10.0,2.0,28.0
843,845,383.9989268,28.63277568,1,530,9.0,14.0,15.0,0.0,38.0
843,841,266.9992538,19.90872684,1,530,25.0,80.0,66.0,4.0,175.0
841,843,266.9992538,19.90872684,1,530,27.0,39.0,32.0,3.0,101.0
841,840,366.9989743,27.36517884,1,530,31.0,62.0,57.0,3.0,153.0
840,841,366.9989743,27.36517884,1,530,26.0,43.0,43.0,6.0,118.0
840,828,378.9989407,28.25995308,1,530,13.0,30.0,19.0,1.0,63.0
828,840,378.9989407,28.25995308,1,530,1.0,7.0,14.0,1.0,23.0
827,839,372.9989575,27.81256596,1,530,3.0,56.0,46.0,3.0,108.0
839,827,372.9989575,27.81256596,1,530,13.0,31.0,23.0,2.0,69.0
839,842,422.9988178,31.54079196,1,530,0.0,33.0,31.0,1.0,65.0
842,839,422.9988178,31.54079196,1,530,9.0,18.0,22.0,1.0,50.0
842,844,227.9993628,17.00071056,1,530,0.0,20.0,23.0,1.0,44.0
844,842,227.9993628,17.00071056,1,530,9.0,16.0,17.0,1.0,43.0
844,845,369.9989659,27.5888724,1,530,1.0,10.0,17.0,1.0,29.0
845,844,369.9989659,27.5888724,1,530,2.0,0.0,4.0,0.0,6.0
848,831,207.9994187,15.50942016,1,520,7.0,10.0,10.0,1.0,28.0
831,848,207.9994187,15.50942016,1,520,28.0,69.0,32.0,0.0,129.0
832,848,200.9994382,14.98746852,1,520,8.0,16.0,13.0,1.0,38.0
848,832,200.9994382,14.98746852,1,520,32.0,103.0,48.0,0.0,183.0
847,843,436.9987786,32.58469524,1,550,27.0,98.0,59.0,4.0,188.0
843,847,436.9987786,32.58469524,1,550,25.0,32.0,23.0,3.0,83.0
840,830,357.9989994,26.69409816,1,550,37.0,38.0,42.0,2.0,119.0
830,840,357.9989994,26.69409816,1,550,21.0,38.0,46.0,7.0,112.0
