rq_time,start,end,request_id,bt_c_0,bt_c_ivt,bt_c_gas,bt_t_0,bt_t_wk,bt_m_wt,bt_f_wt,bt_m_ivt,bt_f_ivt,bt_f_trfer,bt_t_fr,income,transit_15min_acc,transit_pass
18837,30,511,37,0,0.176236847,0.693542644,0.276946727,0.124477522,0.105665205,0.089243555,0.098997944,0.158379617,0.504788613,0.693542644,77816,1020,0
18846,734,247,38,0,0.267696284,0.138239034,0.343023234,0.373288876,0.078977062,0.079939481,0.113553124,0.065132218,0.472599278,0.138239034,82629,1020,0
18914,602,73,39,0,0.175962907,0.862590069,0.287489592,0.361603408,0.075602967,0.106030512,0.072488771,0.125398716,0.457458017,0.862590069,38432,3476.682143,0
18928,675,333,40,0,0.234150823,1.305984098,0.232767069,0.258012767,0.072004168,0.070415862,0.11635833,0.0504849,0.465678114,1.305984098,24403,981.3214286,0
18954,802,258,41,0,0.121712719,0.781677289,0.270596282,0.517515282,0.07483614,0.032797804,0.113631318,0.098181441,0.496942785,0.781677289,75543,1020,0
18958,582,700,42,0,0.225232022,0.987953825,0.301491651,0.063954588,0.086398406,0.047612672,0.098437438,0.135869573,0.510930633,0.987953825,57458,121.1298701,0
18987,667,539,43,0,0.226831638,0.714592675,0.251153802,0.414784004,0.086845868,0.090772734,0.140761083,0.136168491,0.506109525,0.714592675,62695,917.5786436,0
18999,395,443,44,0,0.18463689,2.867384489,0.257843905,0.518622382,0.128293581,0.077363499,0.11080824,0.125800757,0.495745035,2.867384489,15902,715.5277778,0
19049,655,1085,45,0,0.188013888,0.50723787,0.169418794,0.308530572,0.125556445,0.036951898,0.079777166,0.081084074,0.540509267,0.50723787,106518,157.8787879,0
19053,736,109,46,0,0.205997498,0.770816912,0.25075952,0.597205123,0.074920579,0.065203311,0.091463763,0.12878018,0.520041552,0.770816912,96941,994.5922619,1
19116,786,477,47,0,0.25187306,0.25259644,0.285504918,0.544549432,0.125660691,0.082996741,0.128059192,0.166164036,0.528063015,0.25259644,66494,1020,1
19133,787,704,48,0,0.167091896,0.634332378,0.173794461,0.113131512,0.117384542,0.066268967,0.085603418,0.115956139,0.506558243,0.634332378,53984,176.1369048,0
19139,428,110,49,0,0.149220471,2.025024041,0.257608452,0.313521859,0.11149036,0.084071923,0.075370496,0.072256285,0.522191259,2.025024041,24755,752.5714286,0
19162,576,39,50,0,0.193819139,0.53147519,0.24344042,0.448138001,0.118921158,0.048433596,0.095045498,0.11972509,0.546020402,0.53147519,73334,293.7829365,0
19192,788,274,51,0,0.176456719,2.02801057,0.186062333,0.450556246,0.097027359,0.096789966,0.114666243,0.110317848,0.526307582,2.02801057,23244,1020,1
19210,441,113,52,0,0.195082525,1.439126246,0.260812432,0.209690353,0.062206236,0.068716223,0.11854335,0.124783654,0.490287925,1.439126246,37520,3574.939881,0
19220,613,282,53,0,0.167634442,0.107389012,0.129709824,0.429865216,0.069474077,0.075529312,0.08045916,0.159045314,0.513861036,0.107389012,132361,447.6385281,0
19239,715,736,54,0,0.264130625,0.449089642,0.292763392,0.559494531,0.101946012,0.072891744,0.104511897,0.119418886,0.491577097,0.449089642,85254,771.5,0
19282,410,66,55,0,0.193868152,1.238038723,0.247364006,0.231335434,0.073186281,0.088805051,0.113336194,0.097619843,0.535841534,1.238038723,32834,1563.516766,0
19295,1020,113,56,0,0.244118474,3.491808209,0.252534564,0.431882049,0.0391708,0.128815609,0.072968625,0.14673946,0.487118915,3.491808209,13466,1020,0
19351,428,624,57,0,0.261290434,1.025235849,0.211733015,0.385501215,0.095151507,0.07906984,0.105927968,0.125505177,0.500426851,1.025235849,112451,752.5714286,0
19354,517,239,58,0,0.160090813,0.05,0.287256619,0.528735435,0.083810114,0.081755457,0.098990381,0.143364912,0.501429473,0.05,134851,293.2402778,0
19383,213,1026,59,0,0.220448788,0.878343722,0.219050571,0.301885425,0.09692848,0.141585998,0.127790071,0.152991312,0.535466856,0.878343722,117149,3029.433333,0
19412,1079,367,60,0,0.227179576,1.571746499,0.320266654,0.433839266,0.094272088,0.070689065,0.064839278,0.09684304,0.495715129,1.571746499,22295,3221.52619,0
19447,681,783,61,0,0.121558429,3.598164225,0.260209426,0.407667564,0.089715915,0.089797495,0.086828315,0.10158711,0.496791558,3.598164225,12394,1020,0
19461,627,485,62,0,0.226448903,0.05,0.262952017,0.415744165,0.116749633,0.126463892,0.081546117,0.111091468,0.486437987,0.05,130763,2782.345833,0
19469,589,896,63,0,0.081683991,0.518915168,0.294621975,0.366376727,0.097518783,0.087688258,0.127126825,0.106549058,0.482741698,0.518915168,95105,318.4925595,0
19472,213,247,64,0,0.158483912,2.271442241,0.215768008,0.494235121,0.097521047,0.078947338,0.114450686,0.061692746,0.461431518,2.271442241,17651,3029.433333,0
19485,428,311,65,0,0.245246599,0.547829139,0.245218975,0.245571337,0.098195639,0.072602671,0.128262798,0.07344352,0.513242534,0.547829139,173364,752.5714286,1
19506,333,458,66,0,0.190674741,1.850888096,0.291745631,0.413794644,0.089691129,0.112524887,0.108582792,0.1202978,0.503682236,1.850888096,24403,981.3214286,0
19543,816,447,67,0,0.149616329,0.685502351,0.230124131,0.345451796,0.120723749,0.051846961,0.088047754,0.105880687,0.47971841,0.685502351,75246,191.4107143,0
19548,142,117,68,0,0.14570225,0.566022433,0.216668734,0.280664467,0.0921018,0.037408332,0.14017774,0.125030172,0.498980915,0.566022433,99262,3774.559524,0
19554,888,922,69,0,0.187322313,0.242871323,0.271343317,0.433809002,0.117512218,0.0787743,0.114959859,0.060716104,0.487356404,0.242871323,161017,1020,0
19581,723,1008,70,0,0.147538229,0.05,0.269597086,0.150203305,0.086155368,0.079946687,0.10794326,0.116187933,0.481994355,0.05,138808,994.5922619,0
19666,116,59,71,0,0.183790987,0.124076589,0.266432322,0.246797139,0.115741446,0.053481551,0.119849434,0.04255686,0.495733704,0.124076589,78225,1020,0
19676,136,380,72,0,0.133104614,3.412882357,0.289188392,0.280176434,0.081970502,0.110475116,0.111039385,0.155061851,0.524727947,3.412882357,11496,3005.607143,0
19737,229,78,73,0,0.179935731,1.691268615,0.229410143,0.36703427,0.110553473,0.048261378,0.111162739,0.112561686,0.525013052,1.691268615,27704,3030.073214,0
19744,270,430,74,0,0.177509225,1.545704336,0.220586215,0.247366372,0.10645585,0.085532695,0.085439457,0.139387136,0.545288737,1.545704336,23479,1003.190278,0
19775,890,310,75,0,0.261060835,2.425810495,0.263487275,0.38572408,0.140285077,0.095029965,0.123285038,0.120498956,0.512924613,2.425810495,23657,1020,0
19786,718,519,76,0,0.190238753,2.697965042,0.203675081,0.425664967,0.086850707,0.071648397,0.115554653,0.094775113,0.465217358,2.697965042,13768,2834.674026,0
19792,73,1,77,0,0.178465884,1.027611653,0.25054536,0.177560154,0.099651716,0.087959322,0.092428738,0.181054414,0.508139679,1.027611653,34754,1020,1
19806,585,574,78,0,0.240717497,0.05,0.244416128,0.16509532,0.047243581,0.070113144,0.116245266,0.087734266,0.505029682,0.05,131853,1441.511111,0
19827,321,1013,79,0,0.128113429,0.935807006,0.225539308,0.364857044,0.123041039,0.041747538,0.111053427,0.120676855,0.485990864,0.935807006,91427,1003.190278,0
19846,556,169,80,0,0.181997349,0.508732281,0.192346367,0.463730139,0.084976676,0.060047981,0.111615265,0.09079996,0.51644632,0.508732281,38373,1287.53082,0
19873,234,408,81,0,0.261665477,0.24626162,0.202662984,0.205001802,0.085372499,0.086047653,0.107146999,0.107806813,0.501258795,0.24626162,117673,2432.452381,0
19875,647,422,82,0,0.172786011,0.338175188,0.235268499,0.081281623,0.130345193,0.085414774,0.089009144,0.081132997,0.532404476,0.338175188,120538,222.3977183,0
19910,196,1043,83,0,0.183681656,0.05,0.279427163,0.326085209,0.084608547,0.111741589,0.064280253,0.07634934,0.480036423,0.05,100469,1090.553968,0
19932,210,287,84,0,0.237036922,1.298382009,0.250987409,0.469638266,0.031326843,0.070864458,0.105326731,0.150557254,0.45379008,1.298382009,26550,2579.001984,0
19935,32,495,85,0,0.19666032,0.632839313,0.20556218,0.293979147,0.119360139,0.069057056,0.083653919,0.126774427,0.468421296,0.632839313,33129,2297.899524,1
19965,749,675,86,0,0.250473194,1.34718545,0.250639096,0.273721192,0.112309712,0.069133981,0.094674294,0.110717747,0.544412382,1.34718545,44800,350.0297619,0
20016,288,246,87,0,0.137331052,0.608305694,0.281998864,0.271042829,0.016262448,0.050832591,0.126633224,0.118060812,0.448579931,0.608305694,106515,2669.54881,0
20028,1020,315,88,0,0.22987611,2.843205233,0.202058032,0.351831138,0.102985261,0.103647915,0.083205729,0.134144938,0.513495549,2.843205233,13386,1020,0
20045,165,74,89,0,0.176386805,0.440974417,0.232410113,0.294471365,0.075367234,0.076374514,0.101835734,0.053217974,0.486947218,0.440974417,83313,3114.183333,0
20052,60,131,90,0,0.140740958,1.95358789,0.234133713,0.08200887,0.086252249,0.105771786,0.085168219,0.102237023,0.489995517,1.95358789,23045,566.1666667,0
20059,472,1008,91,0,0.227895967,0.05,0.238553409,0.242465516,0.117292512,0.09603791,0.07956402,0.057151918,0.47619764,0.05,238992,191.4107143,0
20102,833,42,92,0,0.272499942,0.437757946,0.281875174,0.462769199,0.090812165,0.090460901,0.088477667,0.11310142,0.484838649,0.437757946,38172,1020,0
20110,213,409,93,0,0.266500249,1.582500928,0.202976537,0.531958577,0.113712923,0.064769982,0.131806225,0.130829459,0.494367126,1.582500928,22461,3029.433333,0
20116,218,310,94,0,0.096321352,1.191234855,0.282996554,0.194544129,0.110083913,0.103787011,0.113532423,0.099922284,0.508524308,1.191234855,81670,1090.553968,0
20128,1026,169,95,0,0.244342726,0.304444593,0.195741696,0.412769489,0.069925811,0.084314049,0.11244964,0.129948753,0.549202417,0.304444593,117149,3029.433333,0
20163,405,131,96,0,0.118538711,0.365652521,0.234846238,0.089030369,0.071334212,0.103687785,0.122601163,0.110279331,0.495408446,0.365652521,40155,295.7816578,0
20169,949,23,97,0,0.211041896,1.344128325,0.287129366,0.435715024,0.080271722,0.069251697,0.119403162,0.102985411,0.49805212,1.344128325,41159,314.0257937,0
20175,344,661,98,0,0.207022073,0.27148638,0.187591479,0.39187411,0.047335361,0.08165659,0.052233826,0.173608163,0.507910517,0.27148638,83660,3784.757143,0
20175,829,936,99,0,0.20625389,0.309529515,0.234523339,0.316726392,0.135736414,0.089080522,0.097532781,0.068238349,0.464570454,0.309529515,86984,1020,0
20190,812,870,100,0,0.238821146,0.545062607,0.304756327,0.490020887,0.10723277,0.08784669,0.072876949,0.133903506,0.512787133,0.545062607,53601,1020,1
20203,806,227,101,0,0.197783529,0.646078208,0.228678948,0.352499897,0.061957839,0.098077002,0.134606623,0.116150581,0.510931227,0.646078208,78166,1020,0
20240,167,866,102,0,0.250960506,0.545476812,0.195328687,0.262997159,0.071576658,0.115175132,0.071853976,0.119288516,0.485889931,0.545476812,54450,3440.1,0
20260,564,73,103,0,0.173593404,2.094079528,0.226592779,0.347460884,0.08121933,0.054416252,0.137852191,0.120811169,0.490845936,2.094079528,20860,447.6385281,0
20273,1095,1039,104,0,0.153047981,1.409767366,0.215006114,0.188163712,0.116690122,0.086103816,0.121289049,0.137612311,0.509184542,1.409767366,43867,351.9232143,0
20320,485,924,105,0,0.170193655,1.476375242,0.23307646,0.406954784,0.084818061,0.096839852,0.116984956,0.141850109,0.496970707,1.476375242,28954,2782.345833,0
20331,592,799,106,0,0.254192352,0.338202191,0.249639567,0.479039941,0.085891945,0.060400543,0.101326978,0.129634923,0.541482169,0.338202191,290516,121.1298701,0
20333,108,253,107,0,0.149691061,1.791119938,0.271061007,0.494288931,0.069838795,0.086897101,0.123208642,0.110451974,0.509872061,1.791119938,19100,771.5,0
20351,692,108,108,0,0.252815847,0.833360853,0.208813994,0.426538696,0.07230488,0.095033611,0.088131946,0.13567823,0.50703339,0.833360853,52872,222.3977183,0
20370,748,777,109,0,0.190224281,0.864120526,0.22480864,0.573506179,0.089032139,0.081868205,0.087422019,0.111572135,0.495950767,0.864120526,74133,278.5454545,0
20390,300,555,110,0,0.17543348,1.680443131,0.312422991,0.296458104,0.088380292,0.098438072,0.100136296,0.085877002,0.501561663,1.680443131,77312,2629.021627,0
20402,795,707,111,0,0.248910292,3.421187273,0.259856327,0.473186714,0.092998874,0.097073817,0.141661337,0.105593354,0.471852964,3.421187273,12394,1020,0
20422,443,851,112,0,0.143865237,0.367380459,0.334042898,0.250965825,0.10223245,0.093678268,0.151596119,0.121008189,0.532967348,0.367380459,222390,3956.913095,0
20423,774,527,113,0,0.231257494,0.05,0.283364881,0.164164799,0.12459241,0.107919629,0.123855201,0.081385799,0.526406195,0.05,238992,191.4107143,0
20427,148,197,114,0,0.202441472,0.428449796,0.308287818,0.397729988,0.111314072,0.097403151,0.074540731,0.109338616,0.485277651,0.428449796,72205,2403.385714,0
20440,945,669,115,0,0.245020121,2.153325171,0.239580518,0.718918151,0.092849111,0.077067097,0.139320912,0.127445121,0.54159821,2.153325171,24403,981.3214286,0
20455,142,798,116,0,0.264707878,1.872587296,0.282667245,0.216054482,0.071038407,0.076512081,0.071141392,0.143684724,0.44990178,1.872587296,38653,3774.559524,0
20476,946,73,117,0,0.198019585,0.449880675,0.216383833,0.292181323,0.098476416,0.088086254,0.060488377,0.105508932,0.514059665,0.449880675,132377,981.3214286,0
20478,1079,500,118,0,0.193963233,0.410040221,0.309050211,0.355254519,0.111602808,0.097461209,0.120539005,0.143367318,0.507986346,0.410040221,178353,3221.52619,0
20497,443,395,119,0,0.165160957,2.200378432,0.190265175,0.217558079,0.106790553,0.050527286,0.078291328,0.084775456,0.492392273,2.200378432,15902,715.5277778,0
20517,750,464,120,0,0.178591782,1.019122918,0.336883594,0.325273187,0.0967723,0.071416618,0.086380677,0.152783635,0.48974537,1.019122918,46316,1020,0
20549,384,302,121,0,0.192508061,4.348430894,0.224085683,0.281742024,0.093569213,0.066598314,0.077342387,0.061172383,0.512028172,4.348430894,11148,562.4761905,0
20620,631,1039,122,0,0.151606359,1.42414407,0.260050637,0.34371311,0.090626525,0.052504992,0.10346101,0.094535412,0.480877139,1.42414407,86368,1441.511111,0
20663,381,109,123,0,0.172724438,0.41135567,0.218826799,0.177891552,0.110094105,0.114384075,0.158531525,0.113684573,0.542062278,0.41135567,173158,1567.572487,0
20701,768,675,124,0,0.158455245,1.569658504,0.237089079,0.01,0.085016843,0.033172479,0.120840259,0.105341013,0.484386877,1.569658504,44801,1020,0
20717,143,158,125,0,0.153532616,0.81251761,0.241309745,0.449717886,0.073009754,0.047851285,0.123569949,0.102991686,0.535708728,0.81251761,61400,623.875,0
20719,411,209,126,0,0.249844996,1.497996374,0.220987571,0.349065893,0.084654623,0.073669818,0.102907569,0.064886533,0.520764204,1.497996374,29253,2579.001984,0
20740,1021,930,127,0,0.218430493,1.039075422,0.260457098,0.259008488,0.08723141,0.130692035,0.11700714,0.146822969,0.518881499,1.039075422,25803,1020,0
20741,861,97,128,0,0.13848274,1.98697509,0.193433398,0.330426447,0.068663568,0.085875481,0.113516903,0.111104714,0.51753178,1.98697509,26279,1020,0
20766,928,745,129,0,0.148039499,0.724078281,0.261910735,0.394307387,0.0819922,0.062305892,0.11636816,0.133188866,0.48125495,0.724078281,104163,1020,0
20779,143,885,130,0,0.203155913,0.224424452,0.258004449,0.69197311,0.079454234,0.118413033,0.085081499,0.099260593,0.475962599,0.224424452,55162,3640.161905,1
20827,1078,675,131,0,0.215972004,3.033926004,0.267330861,0.252875717,0.12260252,0.086245778,0.08816118,0.125730064,0.528440031,3.033926004,20786,3221.52619,0
20848,337,78,132,0,0.203066585,1.005241586,0.173989128,0.298361856,0.079563356,0.107340644,0.080977059,0.108784682,0.496107892,1.005241586,40508,1505.491667,0
20894,523,143,133,0,0.168962238,0.150765426,0.256404408,0.372213441,0.115501006,0.07071458,0.089955685,0.129712271,0.507641815,0.150765426,57002,83.27222222,0
20926,212,792,134,0,0.111723188,1.454544949,0.272149968,0.326023161,0.105107763,0.081518705,0.080002191,0.104463484,0.48431411,1.454544949,30870,1020,0
20935,7,646,135,0,0.175231909,0.980394837,0.317505489,0.100794667,0.10231176,0.093631447,0.111755214,0.093647314,0.513687131,0.980394837,34754,1020,0
20955,780,223,136,0,0.170573072,0.05,0.254440434,0.334998006,0.083172385,0.056897561,0.120951781,0.078908625,0.52067182,0.05,104163,1020,0
20960,688,113,137,0,0.174300444,2.438886592,0.276819514,0.200849161,0.086755463,0.07278613,0.156304135,0.103284884,0.497638584,2.438886592,21821,917.5786436,0
21042,204,485,138,0,0.134567213,1.121794444,0.247613517,0.212970449,0.077404107,0.113355335,0.13573161,0.087490615,0.520555352,1.121794444,28954,2782.345833,0
21078,443,617,139,0,0.177350347,0.363689791,0.215909238,0.358748933,0.098104842,0.096710943,0.107225971,0.111531854,0.494305358,0.363689791,89440,1587.790476,0
21107,553,311,140,0,0.148803234,2.286604627,0.253994308,0.162724579,0.108775245,0.088743218,0.112209904,0.121502988,0.466530782,2.286604627,17284,1287.53082,0
21119,722,582,141,0,0.217871636,0.644946571,0.248312322,0.367986929,0.058765507,0.085696547,0.088997547,0.106600024,0.527895906,0.644946571,131623,1317.310714,0
21196,431,760,142,0,0.186290906,1.111248213,0.137903278,0.186815448,0.096183287,0.090176354,0.083356228,0.127124014,0.548073173,1.111248213,60309,1020,0
21209,127,863,143,0,0.221345103,0.880370839,0.189361061,0.23072451,0.058310351,0.085142486,0.065654647,0.064581222,0.505158775,0.880370839,85270,295.4666667,0
21251,377,558,144,0,0.170142553,1.295912578,0.228258344,0.608166114,0.0636357,0.093930155,0.109365235,0.042121054,0.51805013,1.295912578,36781,1286.952381,0
21257,557,390,145,0,0.274734443,1.364816161,0.248313324,0.349609596,0.116353908,0.102406738,0.085471144,0.139318153,0.517575545,1.364816161,51447,3075.533333,0
21262,619,900,146,0,0.200354429,0.548143034,0.261640771,0.598626551,0.08001115,0.051116973,0.096703295,0.118183355,0.530206575,0.548143034,68684,288.9151515,0
21297,835,539,147,0,0.266179528,0.644992502,0.246812015,0.238017288,0.105447905,0.080857629,0.074785138,0.123096396,0.495400792,0.644992502,40698,191.4107143,0
21301,419,564,148,0,0.139350869,0.877156489,0.36491049,0.374965072,0.110415533,0.08373346,0.142141138,0.090599824,0.506703887,0.877156489,132361,447.6385281,0
21335,723,928,149,0,0.214860606,0.161251278,0.218977558,0.357654681,0.067124916,0.073697111,0.123535928,0.075143084,0.517505343,0.161251278,68132,994.5922619,0
21346,825,841,150,0,0.168585215,0.516418094,0.23783754,0.079507808,0.085968448,0.071685985,0.063542892,0.072010721,0.493920906,0.516418094,141177,1020,0
21353,745,756,151,0,0.189292942,1.225983467,0.220453698,0.394614021,0.070181635,0.085016418,0.127711405,0.121326521,0.479307179,1.225983467,60309,1020,0
21359,105,686,152,0,0.204594506,0.757029202,0.237596707,0.169183317,0.118808993,0.102646554,0.106663088,0.080124935,0.46440543,0.757029202,38432,3476.682143,0
21375,251,204,153,0,0.146859677,0.62391351,0.28215293,0.35840062,0.027448321,0.059650108,0.097531038,0.081422281,0.530870845,0.62391351,62301,2669.54881,0
21387,440,346,154,0,0.245164809,6.220972008,0.219734344,0.453569342,0.066087655,0.068654227,0.095352869,0.116868682,0.496798678,6.220972008,7397,618.9236111,0
21390,1039,183,155,0,0.292031388,0.05,0.247609004,0.307362554,0.085145368,0.035342533,0.111247888,0.070475776,0.509003706,0.05,120554,3266.625,0
21412,875,819,156,0,0.186718463,0.859618401,0.28708077,0.487138671,0.093260043,0.106314051,0.112955012,0.100148549,0.516909631,0.859618401,88726,1020,0
21453,233,861,157,0,0.211491353,1.87216731,0.226042428,0.31861251,0.108001026,0.081771135,0.143144191,0.117670981,0.507775378,1.87216731,23571,473.6904762,1
21460,258,146,158,0,0.145703032,1.128830595,0.244055886,0.478435627,0.10181065,0.048956851,0.092411453,0.075748675,0.51353418,1.128830595,29422,3030.073214,0
21500,455,132,159,0,0.198239417,1.247013492,0.287260601,0.440402117,0.09387667,0.090459118,0.092723949,0.105862094,0.510488859,1.247013492,72442,83.27222222,0
21524,806,410,160,0,0.161098349,1.395753936,0.207887584,0.370092893,0.124098441,0.107920791,0.069744681,0.109485485,0.547580477,1.395753936,45545,1020,0
21559,247,742,161,0,0.195772063,0.669232039,0.284149405,0.528037121,0.135850964,0.132581825,0.124023765,0.085241552,0.475027558,0.669232039,82629,1020,0
21596,329,1059,162,0,0.209678846,2.137145652,0.241351652,0.469537863,0.153906283,0.081016948,0.095228078,0.139287794,0.509202166,2.137145652,23172,1567.572487,0
21616,344,1095,163,0,0.14973761,0.109051221,0.229028713,0.30182704,0.090080086,0.075017186,0.13579065,0.118915332,0.489893056,0.109051221,123014,351.9232143,0
21629,417,853,164,0,0.140698484,0.05,0.247140112,0.516090073,0.10541944,0.075114262,0.074287106,0.116029,0.527461239,0.05,133040,129.3182981,0
21642,936,783,165,0,0.14215412,0.926024638,0.247964226,0.510233141,0.084421851,0.089192648,0.102288105,0.09547561,0.492028914,0.926024638,44801,1020,0
21650,30,872,166,0,0.293327859,0.4155962,0.268619825,0.415098915,0.107444961,0.069889613,0.119406211,0.057934362,0.529023309,0.4155962,153750,1020,0
21663,1039,526,167,0,0.196617209,0.744324236,0.29159451,0.171573893,0.122001686,0.092015888,0.095505421,0.097982205,0.480510386,0.744324236,112517,98.97037037,1
21673,227,856,168,0,0.197251007,0.394075651,0.235152797,0.467794629,0.120583371,0.115019783,0.09864991,0.061221561,0.484071561,0.394075651,106735,2669.54881,0
